A.0_ID flood wave shape,A.1_Bmax,A.1_Brate,A.1_pfail,A.2_Bmax,A.2_Brate,A.2_pfail,A.3_Bmax,A.3_Brate,A.3_pfail,A.4_Bmax,A.4_Brate,A.4_pfail,A.5_Bmax,A.5_Brate,A.5_pfail,discount rate 0,discount rate 1,discount rate 2,0_RfR 0,0_RfR 1,0_RfR 2,1_RfR 0,1_RfR 1,1_RfR 2,2_RfR 0,2_RfR 1,2_RfR 2,3_RfR 0,3_RfR 1,3_RfR 2,4_RfR 0,4_RfR 1,4_RfR 2,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,EWS_DaysToThreat,scenario,policy,model
62.0,267.50445676783215,1.5,0.2658727281736175,299.14022586272654,10,0.4456021948326117,53.906579009299556,10,0.10481837712476255,170.45449100154312,1.0,0.5790533769346011,249.6402267774008,10,0.7637516571351508,2.5,4.5,1.5,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,4.0,7.0,5.0,1.0,9.0,7.0,5.0,7.0,10.0,0.0,3.0,10.0,5.0,4.0,4.0,2.0,13,0,dikesnet
22.0,227.72532010280662,1.0,0.30193755839959285,96.34556494770818,10,0.3657993604993778,92.73324945194682,1.5,0.1093388655763723,145.62621482354757,1.0,0.8832997319636701,279.34143577833964,10,0.921725010780813,3.5,2.5,1.5,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,4.0,7.0,5.0,1.0,9.0,7.0,5.0,7.0,10.0,0.0,3.0,10.0,5.0,4.0,4.0,2.0,14,0,dikesnet
127.0,79.08110593539561,1.5,0.4297239230515321,95.20508594717998,1.5,0.7297296431413953,329.34836572512694,10,0.9106969318415484,208.1040191108306,1.5,0.9427368686101301,284.46288250584365,1.0,0.8300266989528993,3.5,4.5,3.5,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,4.0,7.0,5.0,1.0,9.0,7.0,5.0,7.0,10.0,0.0,3.0,10.0,5.0,4.0,4.0,2.0,15,0,dikesnet
120.0,205.24344227779636,1.5,0.16466043565468974,136.5814474909348,1.5,0.2468894968421778,172.36372336822885,1.5,0.23743153029661127,198.82847866100886,10,0.4455234331685873,71.14654799889345,1.0,0.8448104624976971,2.5,2.5,3.5,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,4.0,7.0,5.0,1.0,9.0,7.0,5.0,7.0,10.0,0.0,3.0,10.0,5.0,4.0,4.0,2.0,16,0,dikesnet
23.0,342.37143445178475,1.5,0.8831542654131063,343.0864119254385,1.5,0.11448196953026722,149.4093448094864,1.0,0.5392744421458664,143.72909085813228,10,0.909834455555269,175.57848728894004,1.5,0.13894786515762547,1.5,1.5,2.5,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,4.0,7.0,5.0,1.0,9.0,7.0,5.0,7.0,10.0,0.0,3.0,10.0,5.0,4.0,4.0,2.0,17,0,dikesnet
120.0,222.58242281109875,10,0.6874081367755868,326.2095652006392,10,0.5892447994843252,68.09002200433761,1.0,0.46459998221723675,300.6870234756848,1.5,0.7664330751787416,250.00287116664657,1.0,0.13300264181125024,2.5,1.5,2.5,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,4.0,7.0,5.0,1.0,9.0,7.0,5.0,7.0,10.0,0.0,3.0,10.0,5.0,4.0,4.0,2.0,18,0,dikesnet
60.0,348.2816154425839,10,0.5491035878139425,157.39245304084503,10,0.7555716237343211,111.01159178144582,1.0,0.16170102409173642,290.32125097872785,1.0,0.986892704131156,226.94649986285128,10,0.2131433366561147,1.5,4.5,1.5,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,4.0,7.0,5.0,1.0,9.0,7.0,5.0,7.0,10.0,0.0,3.0,10.0,5.0,4.0,4.0,2.0,19,0,dikesnet
35.0,185.81939654146203,1.0,0.7578816490467268,262.1387567275865,10,0.5215099309674296,170.42470418047498,10,0.7385359058374631,179.4758904677132,1.0,0.487089130779657,141.91393058437,1.5,0.3536724939354115,3.5,2.5,1.5,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,4.0,7.0,5.0,1.0,9.0,7.0,5.0,7.0,10.0,0.0,3.0,10.0,5.0,4.0,4.0,2.0,20,0,dikesnet
59.0,334.3246939588265,1.0,0.8332926237334451,296.82712998027887,1.5,0.9838592490412003,170.0761220239964,1.0,0.7291857541071375,317.5011541879953,1.5,0.002735486699910567,296.2612485432784,10,0.2075776221638489,2.5,3.5,1.5,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,4.0,7.0,5.0,1.0,9.0,7.0,5.0,7.0,10.0,0.0,3.0,10.0,5.0,4.0,4.0,2.0,21,0,dikesnet
127.0,263.5889663920792,1.0,0.8978552292803132,53.11398098812533,1.0,0.2955439166756841,81.06158899539841,1.5,0.9423117649543502,331.9404676162569,1.5,0.2772707358572169,270.2454101371065,10,0.49231176792366976,1.5,2.5,2.5,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,4.0,7.0,5.0,1.0,9.0,7.0,5.0,7.0,10.0,0.0,3.0,10.0,5.0,4.0,4.0,2.0,22,0,dikesnet
0.0,134.9926162414289,1.5,0.5946153234551823,137.245653248076,1.0,0.6689123945050215,254.98522090692484,1.5,0.0842474288368473,306.97095111428047,10,0.4191607340041178,80.99690909581534,1.5,0.6668970657571595,2.5,4.5,4.5,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,4.0,7.0,5.0,1.0,9.0,7.0,5.0,7.0,10.0,0.0,3.0,10.0,5.0,4.0,4.0,2.0,23,0,dikesnet
106.0,132.8540386939443,1.5,0.3166141288222098,143.44575688835698,1.5,0.3830559764954593,137.33009462367164,10,0.09796377199525862,231.2547272327514,1.0,0.5849392969040769,57.95568771488827,10,0.22836979243169078,3.5,3.5,3.5,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,4.0,7.0,5.0,1.0,9.0,7.0,5.0,7.0,10.0,0.0,3.0,10.0,5.0,4.0,4.0,2.0,24,0,dikesnet
92.0,229.0614646408202,10,0.923091222734846,111.65635465732493,1.0,0.800958609825792,208.16035602414192,1.0,0.32153428671285395,138.21007388364416,10,0.6537951671989164,243.9587236065232,10,0.941150852440047,2.5,2.5,1.5,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,4.0,7.0,5.0,1.0,9.0,7.0,5.0,7.0,10.0,0.0,3.0,10.0,5.0,4.0,4.0,2.0,25,0,dikesnet
35.0,252.443999833571,10,0.2578271500429947,189.48821828090533,1.0,0.6999654745752694,139.5968609744795,1.0,0.17295876765257098,47.263542128554874,1.0,0.17139947414219428,214.4427090170741,1.5,0.6653406781755995,2.5,4.5,1.5,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,4.0,7.0,5.0,1.0,9.0,7.0,5.0,7.0,10.0,0.0,3.0,10.0,5.0,4.0,4.0,2.0,26,0,dikesnet
103.0,176.624952494436,10,0.12100771862861842,250.14543394019512,1.0,0.30451600482587926,129.26835028013795,1.0,0.03880698054863485,180.79406996519455,1.5,0.2765845555982021,165.15939147350167,10,0.9118572278062804,2.5,3.5,4.5,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,4.0,7.0,5.0,1.0,9.0,7.0,5.0,7.0,10.0,0.0,3.0,10.0,5.0,4.0,4.0,2.0,27,0,dikesnet
61.0,292.07747150171855,10,0.2679292838261119,69.51269126785454,1.5,0.7613273469057636,328.87472061230693,1.5,0.2818481727274593,133.20478919558323,1.0,0.562525476417249,110.64356771278764,10,0.8284189229016319,2.5,4.5,2.5,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,4.0,7.0,5.0,1.0,9.0,7.0,5.0,7.0,10.0,0.0,3.0,10.0,5.0,4.0,4.0,2.0,28,0,dikesnet
130.0,63.905528566350725,1.0,0.17015686685065906,172.95704946527843,1.0,0.4917653628422952,177.9323130330834,10,0.6164698886063593,80.49469930620972,1.0,0.18531780728551425,182.327593487673,10,0.13811679402740148,2.5,2.5,1.5,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,4.0,7.0,5.0,1.0,9.0,7.0,5.0,7.0,10.0,0.0,3.0,10.0,5.0,4.0,4.0,2.0,29,0,dikesnet
48.0,197.93785856566421,10,0.20425459940244012,319.24299539184835,1.5,0.6091795582422711,76.24462346988389,1.5,0.7525329782725341,65.28135724805438,1.0,0.6574203365130784,113.48978085022887,10,0.1507395777007133,2.5,4.5,3.5,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,4.0,7.0,5.0,1.0,9.0,7.0,5.0,7.0,10.0,0.0,3.0,10.0,5.0,4.0,4.0,2.0,30,0,dikesnet
111.0,237.8410898128801,1.0,0.09591026263580299,314.17524327404743,1.0,0.933012955224698,89.60587709996938,1.0,0.6045743959750326,39.076853357611014,1.0,0.4160097979568111,56.98406565564575,10,0.24261391782275565,3.5,1.5,1.5,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,4.0,7.0,5.0,1.0,9.0,7.0,5.0,7.0,10.0,0.0,3.0,10.0,5.0,4.0,4.0,2.0,31,0,dikesnet
88.0,148.7235439186855,10,0.6781832060808366,121.74918609286871,1.5,0.2512832568880559,32.49008658560074,1.5,0.6991918244650157,98.19875169472058,1.5,0.2519760885592083,239.21679913321117,1.0,0.5111314089431532,3.5,1.5,2.5,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,4.0,7.0,5.0,1.0,9.0,7.0,5.0,7.0,10.0,0.0,3.0,10.0,5.0,4.0,4.0,2.0,32,0,dikesnet
72.0,157.16789998486502,1.0,0.12172744255961027,147.06535614346905,1.0,0.4859766675307635,200.5455335732523,1.0,0.03461070543469371,137.16121256965042,1.5,0.3858848893785922,181.5476186368698,1.0,0.48589935452740385,1.5,2.5,3.5,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,4.0,7.0,5.0,1.0,9.0,7.0,5.0,7.0,10.0,0.0,3.0,10.0,5.0,4.0,4.0,2.0,33,0,dikesnet
9.0,30.439973927386166,1.5,0.5975372406013728,267.1407415980127,10,0.2562107252281783,211.5647266898333,1.5,0.45028343657167047,311.3283278702638,10,0.4777189683478104,292.3935093191408,10,0.4196427680621916,2.5,3.5,4.5,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,4.0,7.0,5.0,1.0,9.0,7.0,5.0,7.0,10.0,0.0,3.0,10.0,5.0,4.0,4.0,2.0,34,0,dikesnet
50.0,81.16386586975844,10,0.6566224343853602,189.26978214656856,1.0,0.05957399868507316,54.71287988145777,1.5,0.7740373380449767,239.87424803104068,1.5,0.602027632146076,70.20301536144889,10,0.25313166370314755,4.5,2.5,4.5,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,4.0,7.0,5.0,1.0,9.0,7.0,5.0,7.0,10.0,0.0,3.0,10.0,5.0,4.0,4.0,2.0,35,0,dikesnet
33.0,257.7147760697265,1.0,0.8008184156257885,347.4799606375616,1.0,0.6426068689662272,51.274644234863075,1.0,0.1368318837410778,193.34550955853615,1.0,0.2070965510177631,93.39014004208674,10,0.8958081619119852,3.5,4.5,3.5,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,4.0,7.0,5.0,1.0,9.0,7.0,5.0,7.0,10.0,0.0,3.0,10.0,5.0,4.0,4.0,2.0,36,0,dikesnet
31.0,230.83377186780749,1.5,0.7036653871043027,37.93473207981645,1.5,0.1615435468220302,249.64289319861882,1.5,0.3740756795053165,48.388196250526924,1.5,0.4347088765232527,30.720405751033606,1.5,0.5141328416766923,3.5,3.5,3.5,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,4.0,7.0,5.0,1.0,9.0,7.0,5.0,7.0,10.0,0.0,3.0,10.0,5.0,4.0,4.0,2.0,37,0,dikesnet
42.0,71.42894314252159,1.5,0.05077150514809373,83.43046853442972,10,0.9424030447016514,196.16621299877437,1.5,0.036247942239810184,305.54350308021765,1.0,0.4352116342139856,191.25765583149612,1.5,0.9713555552652895,2.5,2.5,2.5,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,4.0,7.0,5.0,1.0,9.0,7.0,5.0,7.0,10.0,0.0,3.0,10.0,5.0,4.0,4.0,2.0,38,0,dikesnet
1.0,247.9832586488638,1.0,0.40296983055768854,320.1981128915195,1.0,0.6464009316206879,337.6615096132015,10,0.02102602280357611,112.47954658725939,10,0.44245976938085446,178.98766323959103,10,0.8879528939955169,3.5,4.5,2.5,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,4.0,7.0,5.0,1.0,9.0,7.0,5.0,7.0,10.0,0.0,3.0,10.0,5.0,4.0,4.0,2.0,39,0,dikesnet
85.0,174.2799904596372,10,0.0261775288626593,246.92771479078672,1.5,0.47637869400177396,178.60418505522983,1.5,0.49244066230019545,74.8537702113269,10,0.3277007235020299,288.75892079478456,1.5,0.04723028371107556,3.5,2.5,2.5,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,4.0,7.0,5.0,1.0,9.0,7.0,5.0,7.0,10.0,0.0,3.0,10.0,5.0,4.0,4.0,2.0,40,0,dikesnet
35.0,328.82921902949914,1.0,0.8025982889451166,196.89179397874136,1.0,0.4238239814396371,237.70226870456383,1.0,0.658493658356419,33.956275580574975,1.5,0.8376183722626519,196.4854418079648,10,0.9148666384762552,1.5,3.5,4.5,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,4.0,7.0,5.0,1.0,9.0,7.0,5.0,7.0,10.0,0.0,3.0,10.0,5.0,4.0,4.0,2.0,41,0,dikesnet
105.0,183.1293884984651,1.5,0.478162942946686,137.98146426149225,1.5,0.34382349940048346,86.80182332136474,10,0.642033827187576,167.40836330344945,1.5,0.4800537645500547,129.81825444062255,1.0,0.8836971225398765,3.5,2.5,2.5,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,4.0,7.0,5.0,1.0,9.0,7.0,5.0,7.0,10.0,0.0,3.0,10.0,5.0,4.0,4.0,2.0,42,0,dikesnet
89.0,220.0497967774378,1.0,0.36902570945823543,40.74041413391113,1.5,0.13963031288916833,125.66609748902268,1.5,0.0007623230717979594,89.0216847614721,1.5,0.15444797280136754,319.42368161591156,1.5,0.6613449257349597,1.5,3.5,1.5,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,4.0,7.0,5.0,1.0,9.0,7.0,5.0,7.0,10.0,0.0,3.0,10.0,5.0,4.0,4.0,2.0,43,0,dikesnet
25.0,147.64266336994382,10,0.6214471245280642,327.38021573206146,10,0.4005511784558368,145.7351579196832,1.0,0.6281107509267899,346.48346056205236,10,0.5717415776001998,204.61931317007642,10,0.20625177658301874,3.5,1.5,2.5,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,4.0,7.0,5.0,1.0,9.0,7.0,5.0,7.0,10.0,0.0,3.0,10.0,5.0,4.0,4.0,2.0,44,0,dikesnet
48.0,52.56026957953522,1.0,0.470467631116986,263.0455954595536,10,0.9262366286035985,278.6002321993568,1.5,0.8821805405466127,175.89349602746194,10,0.21758675680070566,138.65624942175555,1.0,0.5066763083966129,1.5,2.5,1.5,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,4.0,7.0,5.0,1.0,9.0,7.0,5.0,7.0,10.0,0.0,3.0,10.0,5.0,4.0,4.0,2.0,45,0,dikesnet
100.0,261.3939883653103,1.5,0.34027072604432873,85.83197859281208,1.0,0.7879817836966561,238.27237399255878,1.5,0.04778687115251804,245.66178777159791,1.5,0.18647133370900765,188.71631228473018,10,0.2033650807425676,1.5,4.5,3.5,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,4.0,7.0,5.0,1.0,9.0,7.0,5.0,7.0,10.0,0.0,3.0,10.0,5.0,4.0,4.0,2.0,46,0,dikesnet
41.0,114.9257333904675,1.5,0.4961526503006562,266.06686666048176,1.0,0.0445395808902078,334.50426822494927,1.0,0.3626843906068692,337.5506660413857,1.0,0.7786008513993303,333.4299961668506,1.5,0.22403570800774156,2.5,1.5,4.5,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,4.0,7.0,5.0,1.0,9.0,7.0,5.0,7.0,10.0,0.0,3.0,10.0,5.0,4.0,4.0,2.0,47,0,dikesnet
32.0,224.76624746520542,10,0.6791260622267267,136.41600454807357,10,0.9025245905186903,30.97532381294946,1.0,0.5512970040929258,194.55891786042133,1.5,0.7587114263670792,276.0710245379135,1.5,0.2227537941089732,4.5,4.5,1.5,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,4.0,7.0,5.0,1.0,9.0,7.0,5.0,7.0,10.0,0.0,3.0,10.0,5.0,4.0,4.0,2.0,48,0,dikesnet
36.0,234.57615029851075,1.0,0.26337195404479746,153.41128089036215,10,0.45082767994847533,311.01952102651745,10,0.42506168121334625,312.3339752797975,1.0,0.7134211328679808,139.81038322619108,10,0.5787414942201322,3.5,4.5,2.5,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,4.0,7.0,5.0,1.0,9.0,7.0,5.0,7.0,10.0,0.0,3.0,10.0,5.0,4.0,4.0,2.0,49,0,dikesnet
122.0,79.49528105597963,1.5,0.8569096626363836,131.53751548651172,10,0.1353431115371203,316.96958605427585,10,0.744249002545434,300.26248078727207,1.0,0.5817825456773575,154.83753105040884,10,0.13701500770415587,1.5,1.5,2.5,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,4.0,7.0,5.0,1.0,9.0,7.0,5.0,7.0,10.0,0.0,3.0,10.0,5.0,4.0,4.0,2.0,50,0,dikesnet
